type,id,properties.@id,properties.amenity,properties.area,properties.brand,properties.brand:wikidata,properties.description,properties.opening_hours,properties.short_name,properties.socket:tesla_supercharger,properties.website,geometry.type,geometry.coordinates,properties.capacity,properties.name,properties.operator,properties.operator:wikidata,properties.access,properties.fee,properties.bicycle,properties.motor_vehicle,properties.socket:type2,properties.socket:type2:output,properties.source,properties.addr:housenumber,properties.addr:street,properties.addr:suburb,properties.socket:type1_combo:output,properties.brand:wikipedia,properties.operator:wikipedia,properties.socket:type1,properties.socket:tesla,properties.socket:tesla_supercharger:output,properties.socket:tesla_supercharger_ccs,properties.socket:tesla_supercharger_ccs:output,properties.addr:city,properties.addr:country,properties.addr:postcode,properties.addr:state,properties.location,properties.addr:unit,properties.authentication:app,properties.authentication:nfc,properties.socket:chademo,properties.socket:chademo:output,properties.socket:type2_combo,properties.socket:type2_combo:output,properties.motorcar,properties.note,properties.parking:fee,properties.ref:ocm,properties.socket:type1:output,properties.scooter,properties.access:note,properties.alt_name,properties.authentication:none,properties.output,properties.charging_station:output,properties.charge,properties.network,properties.temporary:access,properties.covered,properties.level,properties.source:operator,properties.payment:app,properties.fixme,properties.ref,properties.socket:tesla_destination,properties.socket:tesla_standard,properties.socket:tesla_standard:output,properties.authentication:membership_card,properties.maxstay,properties.socket:tesla_destination:output,properties.payment,properties.voltage,properties.payment:credit_cards,properties.manufacturer,properties.operator:website,properties.socket:type2_cable,properties.no:network,properties.payment:contactless,properties.socket:type1_combo,properties.bus,properties.hgv,properties.payment:none,properties.motorcycle,properties.amperage,properties.payment:free,properties.not:brand:wikidata,properties.phone:AU,properties.addr:floor,properties.addr:housename,properties.office,properties.phone,properties.start_date,properties.wikidata,properties.survey:date,properties.payment:via_tesla_app,properties.socket:type2:power,properties.socket:j1772,properties.socket:type2:current,properties.socket:type2:voltage,properties.payment:tap_to_pay,properties.socket:type2_cable:current,properties.socket:type2_cable:output,properties.socket:type2_cable:voltage,properties.parking,properties.payment:via_app,properties.socket:wall,properties.url,properties.network:wikidata,properties.socket,properties.indoor,properties.branch,properties.payment:cash,properties.payment:coins,properties.payment:mastercard,properties.payment:visa,properties.check_date,properties.construction,properties.payment:debit_cards,properties.ele,properties.payment:cards,properties.payment:membership_card,properties.payment:qr_code,properties.not:operator:wikidata,properties.socket:unknown,properties.payment:apple_pay,properties.man_made,properties.socket:ccs:output
Feature,node/8148294052,node/8148294052,charging_station,,,,,,,,,Point,"[150.7352534, -33.7693688]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8163934715,node/8163934715,charging_station,,,,NRMA Fast Charger,,,,,Point,"[149.586206, -32.593669]",,,NRMA,Q6955173,,,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8167428500,node/8167428500,charging_station,,Electric Highway Tasmania,,,24/7,,,,Point,"[146.3593825, -41.1776609]",2,,Electric Highway Tasmania,Q105834331,yes,yes,,,1,22 kW,,,,,,,,,,,,,,,,,,,,,1,50 kW,1,50 kW,,,,,,,,,,,,0.25 AU/kWh,,,,,,,,,,,,,,,,,,Tritium,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8169947525,node/8169947525,charging_station,,,,Evie Seven Hills,,,,https://goevie.com.au/,Point,"[150.9548236, -33.7671436]",350,,Evie Networks,Q105795220,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8173029604,node/8173029604,charging_station,,,,,,,,,Point,"[115.7649217, -33.9791934]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8190129317,node/8190129317,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,Tesla,,,Point,"[149.0994869, -33.280911]",,Tesla Destination Charger,,,,,,,,,,,,,,"en:Tesla, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8192505717,node/8192505717,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,Tesla,,,Point,"[149.0432132, -33.3333919]",,Tesla Destination Charger,,,,,,,,,,,,,,"en:Tesla, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8195721669,node/8195721669,charging_station,,,,Evie Networks,,,,https://goevie.com.au/,Point,"[145.0730497, -37.6784969]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8209129030,node/8209129030,charging_station,,,,NRMA Fast Charger,,,,,Point,"[152.0189641, -29.0572225]",,,NRMA,Q6955173,,,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8219338731,node/8219338731,charging_station,,,,Evie Networks,,,,https://goevie.com.au/,Point,"[144.5721618, -37.7227909]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8241597113,node/8241597113,charging_station,,,,,,,,https://goevie.com.au/,Point,"[151.2414403, -33.8254745]",2,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8241642779,node/8241642779,charging_station,,,,NRMA Fast Charger,,,,,Point,"[138.9586197, -34.524747]",2,,NRMA,Q6955173,,,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8241696310,node/8241696310,charging_station,,,,NRMA Fast Charger,,,,,Point,"[140.6035481, -34.2857972]",2,,NRMA,Q6955173,yes,yes,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,$0.60AUD/kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8253300980,node/8253300980,charging_station,,,,NRMA Fast Charger,24/7,,,,Point,"[148.6944413, -33.8340931]",,,NRMA,Q6955173,,no,,,,,,,,,50kW,,en:NRMA,,,,,,,,,,,,,,1,50kW,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8280062891,node/8280062891,charging_station,,Charging the Regions,Q106320264,CTR Maryborough,,,,,Point,"[143.741488, -37.0508473]",2,,Central Victorian Greenhouse Alliance,Q106320329,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,1,50 kW,1,50 kW,,,,,,,,,,,,,Evie Networks,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8280179360,node/8280179360,charging_station,,,,,,,,,Point,"[145.1431387, -37.9279602]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Next to Westall Road entrance and car wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8302152508,node/8302152508,charging_station,,Tesla Supercharger,Q17089620,Tesla Supercharger,,Tesla,6,,Point,"[149.5866349, -33.4190492]",6,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,en:Tesla Supercharger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8309916935,node/8309916935,charging_station,,Yurika,,QESH - Forest Glen,,,,,Point,"[153.0042582, -26.6871515]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8317195266,node/8317195266,charging_station,,,,NRMA Fast Charger,,,,,Point,"[145.7250878, -35.3549489]",,,NRMA,Q6955173,,,,,,,,,,,,,en:NRMA,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8320308514,node/8320308514,charging_station,,,,,,,,,Point,"[153.434591, -28.0293919]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8333995490,node/8333995490,charging_station,,,,Chargefox Charging Station,,,,,Point,"[145.6055893, -38.6680598]",2,,Chargefox,Q105775824,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8340141563,node/8340141563,charging_station,,,,,Mo-Su 10:00-16:00,,,,Point,"[147.3947423, -41.0035878]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8353962063,node/8353962063,charging_station,,Electric Highway Tasmania,,,24/7,,,,Point,"[148.2483219, -41.3228603]",2,,Electric Highway Tasmania,Q105834331,yes,yes,,,1,22 kW,,,,St Helens,,,,,,,,,,,,,,,,,1,50 kW,1,50 kW,,,,,,,,,,,,0.25 AU/kWh,,,,,,,,,,,,,,,,,,Tritium,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8366243660,node/8366243660,charging_station,,,,BYO charge cables. Cables are locked away but  key available from Council to open cupboard during office hours.,24/7,,,,Point,"[147.3689883, -42.8641403]",1,,Clarence Council,,yes,no,,,1,,,,,Rosny,,,,,,,,,,,,,,,,,,,,,yes,,no,,,,,,,,,,Chargefox,,,,,,,Station#1234,,,,,2 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8384096764,node/8384096764,charging_station,,,,,,,,,Point,"[143.6683449, -38.757058]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8390250930,node/8390250930,charging_station,,,,,,,,,Point,"[152.8221638, -31.4637923]",,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8407794646,node/8407794646,charging_station,,Electric Highway Tasmania,,,24/7,,,,Point,"[148.0752161, -42.1237047]",2,,Electric Highway Tasmania,Q105834331,yes,yes,,,1,22 kW,,,,Swansea,,,,,,,,,,,,,,,,,1,50 kW,1,50 kW,yes,,,,,,,,,,,0.25 AU/kWh,Electric Highway Tasmania,,,,,,,,,,,,,,,,,Tritium,https://www.electrichighwaytasmania.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8441518529,node/8441518529,charging_station,,"Tesla, Inc.",Q478214,Tesla Destination Charger,,Tesla,,,Point,"[147.9849476, -37.8810561]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The superchargers are the large white standalone stations, destination chargers are the smaller silver ones on a business wall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8443926799,node/8443926799,charging_station,,,,,,,,,Point,"[115.8489479, -31.9480278]",,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8451336892,node/8451336892,charging_station,,,,,,,,,Point,"[147.324019, -42.8753548]",1,,Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tritium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8456443961,node/8456443961,charging_station,,,,,,,,,Point,"[145.2402838, -38.4513659]",2,,EVolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8477352112,node/8477352112,charging_station,,,,Evie Networks Fast Chargers,,,,,Point,"[145.2237568, -37.9713319]",,Evie Dandenong North,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8490556835,node/8490556835,charging_station,,Evie Networks,,Evie Networks Brighton,24/7,,,https://www.goevie.com.au,Point,"[147.2511179, -42.7006711]",2,,Evie Networks,Q105795220,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,2,100 kW,2,350 kW,yes,,,,,,,,,,,,Evie Networks,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8490588005,node/8490588005,charging_station,,,,,,,,,Point,"[145.9366036, -41.5824743]",1,,Tasmanian Parks & Wildlife,,yes,no,,,1,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8505686311,node/8505686311,charging_station,,,,Evie Networks Fast Charger,,,,,Point,"[152.919807, -30.7101732]",4,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8512844540,node/8512844540,charging_station,,Charging the Regions,Q106320264,Charging the Regions,,,,,Point,"[143.8676039, -36.575759]",2,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8520707717,node/8520707717,charging_station,,"Tesla, Inc.",Q478214,,,Tesla,,,Point,"[145.2402851, -38.4513302]",2,Tesla Destination Charger,Tesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8562296543,node/8562296543,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,6,,Point,"[145.056178, -37.8292531]",,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,en:Tesla Supercharger,"en:Tesla, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566959242,node/8566959242,charging_station,,Yurika,,QESH - Gunalda,,,,,Point,"[152.5626944, -25.9943406]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566959243,node/8566959243,charging_station,,Yurika,,QESH - Gin Gin,,,,,Point,"[151.9531256, -24.9897146]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566959244,node/8566959244,charging_station,,Yurika,,QESH - Forest Glen,,,,,Point,"[151.5605055, -24.327605]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566959245,node/8566959245,charging_station,,Yurika,,QESH - Mount Larcom,,,,,Point,"[150.9800673, -23.8108708]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566976196,node/8566976196,charging_station,,Yurika,,QESH - Marlborough,,,,,Point,"[149.9325, -22.8280493]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566976197,node/8566976197,charging_station,,Yurika,,QESH - Carmila,,,,,Point,"[149.4106209, -21.9085589]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566976198,node/8566976198,charging_station,,Yurika,,QESH - Mackay,,,,,Point,"[149.1850897, -21.1393216]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566976199,node/8566976199,charging_station,,Yurika,,QESH - Proserpine,,,,,Point,"[148.5815516, -20.402497]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566976200,node/8566976200,charging_station,,Yurika,,QESH - Bowen,,,,,Point,"[148.2489113, -20.0167979]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566976201,node/8566976201,charging_station,,Yurika,,QESH - Ayr,,,,,Point,"[147.404019, -19.5755234]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566979930,node/8566979930,charging_station,,Yurika,,QESH - Townsville,,,,,Point,"[146.7584605, -19.3233331]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566979931,node/8566979931,charging_station,,,,,,,,,Point,"[146.8208282, -19.2600757]",1,,ChargeStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566979932,node/8566979932,charging_station,,Yurika,,QESH - Cardwell,,,,,Point,"[146.0246187, -18.2627649]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566979933,node/8566979933,charging_station,,Yurika,,QESH - Tully,,,,,Point,"[145.9240617, -17.9349336]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566979934,node/8566979934,charging_station,,Yurika,,QESH - Innisfail,,,,,Point,"[146.0267957, -17.5235786]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566979935,node/8566979935,charging_station,,Yurika,,QESH - Cairns,,,,,Point,"[145.7790922, -16.9205159]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8566979936,node/8566979936,charging_station,,Yurika,,QESH - Port Douglas,,,,,Point,"[145.462902, -16.5267821]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8570161417,node/8570161417,charging_station,,,,Lake Macquarie Council EV Charger,,,,,Point,"[151.6240709, -32.9599116]",,,Chargefox,Q105775824,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8571361842,node/8571361842,charging_station,,ChargePoint,Q5176149,,,,,,Point,"[137.9385131, -35.718308]",,ChargePoint,ChargePoint,Q5176149,yes,yes,,,,,,,,,,en:ChargePoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8571382027,node/8571382027,charging_station,,Yurika,,,,,,,Point,"[153.0156633, -27.243335]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8571382028,node/8571382028,charging_station,,Yurika,,QESH - Springwood,,,,,Point,"[153.1355179, -27.6379161]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8571382029,node/8571382029,charging_station,,Yurika,,QESH - Ipswich,,,,,Point,"[152.7584677, -27.6162053]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8571382030,node/8571382030,charging_station,,Yurika,,QESH - Charlton,,,,,Point,"[151.8493789, -27.5200027]",2,,Yurika,Q106234391,,,,,2,22,,,,,,,,,,,,,,,,,,,yes,yes,1,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8573118340,node/8573118340,charging_station,,Charging the Regions,Q106320264,Charging The Regions,,,,,Point,"[147.063117, -38.1121039]",,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8573119373,node/8573119373,charging_station,,Charging the Regions,Q106320264,,,,,,Point,"[143.9213354, -35.7344119]",1,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
